Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Number_of_vehicles_involved_log,Number_of_casualties_log
10:40:00,Thursday,Lansia,Male,Above high school,Owner,2-5yr,Public Transport,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
21:15:00,Thursday,Dewasa,Male,,,,Public Transport,Owner,Unknown,No defect,School areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Fatal injury,1.0986122886681096,0.6931471805599453
21:15:00,Thursday,Dewasa,Male,Elementary school,Owner,2-5yr,Private Vehicle,Governmental,,No defect,School areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Fatal injury,1.0986122886681096,0.6931471805599453
16:00:00,Friday,Remaja,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Reversing,3,Reckless Driving,Serious Injury,1.3862943611198906,0.6931471805599453
16:00:00,Friday,Dewasa,Male,,Owner,5-10yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,3,Unsafe Lane Change,Serious Injury,1.3862943611198906,0.6931471805599453
16:00:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Governmental,Above 10yr,No defect,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,3,Reckless Driving,Serious Injury,1.3862943611198906,0.6931471805599453
19:30:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,1-2yr,No defect,,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Other/Unknown,Slight Injury,1.3862943611198906,0.6931471805599453
19:30:00,Saturday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,1,Going straight,3,Unsafe Driving,Slight Injury,1.3862943611198906,0.6931471805599453
19:30:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Below 1yr,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,2,Speeding,Slight Injury,1.3862943611198906,0.6931471805599453
9:32:00,Sunday,Dewasa,Male,Elementary school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
9:32:00,Sunday,Dewasa,Male,Elementary school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
11:19:00,Wednesday,Lansia,Male,Junior high school,Employee,1-2yr,Other,Governmental,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,2,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,1.0986122886681096
11:19:00,Wednesday,Lansia,Male,Junior high school,Employee,5-10yr,Other,Owner,1-2yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,3,Other/Unknown,Slight Injury,0.6931471805599453,1.0986122886681096
8:05:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Owner,,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
6:26:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,2,Moving Backward,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,1.0986122886681096
6:26:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,No defect, Church areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Collision with pedestrians,1,2,Moving Backward,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,1.0986122886681096
9:20:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,,,Office areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,3,Moving Backward,Serious Injury,1.0986122886681096,0.6931471805599453
9:20:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,,2,1,Other,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
9:25:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
9:25:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
17:50:00,Monday,Lansia,Male,,Employee,,Commercial Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
17:50:00,Monday,Dewasa,Male,,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,,2,1,Other,3,Overloading & Overcapacity,Slight Injury,1.0986122886681096,0.6931471805599453
16:02:00,Sunday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,,Office areas,Other,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
16:02:00,Sunday,Remaja,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
15:36:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,,,,School areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Reversing,3,Unsafe Lane Change,Serious Injury,1.0986122886681096,0.6931471805599453
15:36:00,Tuesday,Remaja,Male,Junior high school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Office areas,Other,Sharp reverse curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,3,Moving Backward,Serious Injury,1.0986122886681096,0.6931471805599453
20:46:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.0986122886681096
20:46:00,Saturday,Dewasa,Male,Elementary school,Employee,Below 1yr,Other,Owner,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.0986122886681096
7:25:00,Wednesday,Dewasa,Male,Elementary school,Employee,5-10yr,Public Transport,Owner,Above 10yr,No defect, Church areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
7:25:00,Wednesday,Remaja,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:58:00,Sunday,Lansia,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,,No defect,Other,Other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
6:50:00,Wednesday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Rollover,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
6:50:00,Wednesday,Remaja,Male,Elementary school,Employee,2-5yr,Special Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Moving Backward,Slight Injury,1.0986122886681096,0.6931471805599453
12:08:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Office areas,Other,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,2,Going straight,3,Unsafe Lane Change,Slight Injury,1.3862943611198906,1.0986122886681096
12:08:00,Friday,Dewasa,Male,,,5-10yr,Commercial Vehicle,Owner,Above 10yr,No defect, Church areas,Other,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,3,2,Going straight,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,1.0986122886681096
12:08:00,Friday,Lansia,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Above 10yr,No defect,Office areas,Other,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Going straight,3,Moving Backward,Slight Injury,1.3862943611198906,1.0986122886681096
18:40:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,No defect,Other,Divided Road (Median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,3,Improper Parking/Exit,Serious Injury,1.0986122886681096,0.6931471805599453
18:40:00,Tuesday,Lansia,Male,Elementary school,Employee,Below 1yr,Private Vehicle,Owner,,,Other,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
11:43:00,Sunday,Remaja,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,5-10yrs,No defect, Church areas,Other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Overloading & Overcapacity,Slight Injury,1.0986122886681096,0.6931471805599453
11:43:00,Sunday,Lansia,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,1-2yr,,School areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,2,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
12:00:00,Saturday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,,,, Church areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Improper Parking/Exit,Slight Injury,1.0986122886681096,0.6931471805599453
12:00:00,Saturday,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
8:58:00,Friday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Other,3,Unsafe Lane Change,Serious Injury,0.6931471805599453,0.6931471805599453
8:20:00,Thursday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,, Church areas,Other,Steep grade upward with mountainous terrain,No junction,Asphalt roads,Dry,Daylight,Raining,Rollover,1,1,Going straight,3,Unsafe Lane Change,Slight Injury,0.6931471805599453,0.6931471805599453
23:10:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Special Vehicle,Governmental,1-2yr,No defect,Other,Divided Road (Median),Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Reversing,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
23:10:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Governmental,Above 10yr,,Other,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,3,Speeding,Slight Injury,1.0986122886681096,0.6931471805599453
22:30:00,Sunday,Dewasa,Male,Elementary school,Employee,5-10yr,,Organization,5-10yrs,No defect,Office areas,Other,Gentle horizontal curve,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Other,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.791759469228055
22:30:00,Sunday,Dewasa,Male,Elementary school,Employee,5-10yr,,Organization,Above 10yr,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Other,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.791759469228055
22:30:00,Sunday,Dewasa,Male,Elementary school,Employee,1-2yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Other,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.791759469228055
22:30:00,Sunday,Lansia,Male,Elementary school,Employee,,Other,Governmental,,No defect,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,5,Stopping,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.791759469228055
22:30:00,Sunday,Lansia,Male,Junior high school,Employee,1-2yr,Other,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Other,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.791759469228055
17:45:00,Tuesday,Dewasa,Male,,Employee,5-10yr,Private Vehicle,Owner,5-10yrs,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
17:45:00,Tuesday,Unknwon,Female,Elementary school,Owner,1-2yr,Other,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
17:45:00,Tuesday,Unknwon,Female,Junior high school,Employee,5-10yr,Private Vehicle,Governmental,,No defect,Office areas,Other,Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Going straight,3,Other/Unknown,Slight Injury,1.3862943611198906,0.6931471805599453
14:30:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,5-10yrs,No defect, Industrial areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
14:30:00,Sunday,Remaja,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,,,,,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
6:10:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,,Owner,,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Reckless Driving,Serious Injury,1.0986122886681096,0.6931471805599453
6:10:00,Friday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Governmental,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Serious Injury,1.0986122886681096,0.6931471805599453
22:10:00,Wednesday,Dewasa,Male,High school,Employee,Below 1yr,,Owner,1-2yr,No defect, Industrial areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
22:10:00,Wednesday,Dewasa,Male,Junior high school,Employee,,Commercial Vehicle,Owner,2-5yrs,No defect,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
19:00:00,Tuesday,Lansia,Male,Junior high school,Employee,Below 1yr,,Owner,Unknown,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
19:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
18:25:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Escarpments,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,3,Speeding,Slight Injury,0.6931471805599453,0.6931471805599453
17:11:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
17:11:00,Sunday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,1-2yr,No defect,Office areas,Other,Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
17:10:00,Thursday,Dewasa,Male,,Owner,5-10yr,Other,Owner,,No defect,Office areas,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Going straight,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.3862943611198906
17:10:00,Thursday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,Other,3,Improper Parking/Exit,Slight Injury,1.0986122886681096,1.3862943611198906
17:10:00,Thursday,Lansia,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,,No defect,Office areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,3,,3,Other/Unknown,Slight Injury,1.0986122886681096,1.3862943611198906
17:50:00,Friday,Dewasa,Male,Illiterate,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Getting off,3,Other/Unknown,Slight Injury,1.0986122886681096,0.6931471805599453
17:50:00,Friday,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,No defect,Residential areas,One Way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
8:25:00,Monday,Unknwon,Female,Junior high school,Employee,Below 1yr,Other,Owner,,No defect,Other,One Way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,1,1,Going straight,3,Distance & Priority Violation,Slight Injury,0.6931471805599453,0.6931471805599453
13:00:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,No defect, Church areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
13:00:00,Tuesday,Remaja,Male,Elementary school,Employee,2-5yr,,Owner,,No defect,  Recreational areas,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,0.6931471805599453
23:45:00,Friday,Unknwon,Female,Elementary school,Employee,2-5yr,Public Transport,Owner,,, Industrial areas,Other,Tangent road with flat terrain,Crossing,,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Turnover,3,Distance & Priority Violation,Slight Injury,1.3862943611198906,0.6931471805599453
23:45:00,Friday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,,,,Residential areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Entering a junction,2,Unsafe Lane Change,Slight Injury,1.3862943611198906,0.6931471805599453
23:45:00,Friday,Dewasa,Female,Junior high school,Employee,5-10yr,Other,Owner,Above 10yr,No defect,Residential areas,Other,Tangent road with rolling terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,3,1,Entering a junction,3,Reckless Driving,Slight Injury,1.3862943611198906,0.6931471805599453
20:50:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,No defect,Office areas,Divided Road (Median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Entering a junction,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,0.6931471805599453
20:50:00,Tuesday,Dewasa,Male,Elementary school,Owner,2-5yr,Public Transport,Owner,2-5yrs,No defect,  Market areas,Other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Entering a junction,3,Reckless Driving,Slight Injury,1.0986122886681096,0.6931471805599453
10:54:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,,,,Unknown,Other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,3,Other/Unknown,Slight Injury,0.6931471805599453,0.6931471805599453
16:50:00,Monday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,,No defect, Industrial areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Entering a junction,2,Unsafe Driving,Slight Injury,1.0986122886681096,1.0986122886681096
16:50:00,Monday,Lansia,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Turnover,3,Speeding,Slight Injury,1.0986122886681096,1.0986122886681096
16:50:00,Monday,Lansia,Male,High school,Employee,Above 10yr,Other,Governmental,Below 1yr,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Entering a junction,3,Other/Unknown,Slight Injury,1.0986122886681096,1.0986122886681096
18:30:00,Sunday,Lansia,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,5-10yrs,No defect,Other,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Entering a junction,3,Unsafe Lane Change,Slight Injury,1.0986122886681096,1.791759469228055
18:30:00,Sunday,Lansia,Male,Elementary school,Employee,1-2yr,Other,Governmental,,No defect,Residential areas,Other,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Entering a junction,3,Distance & Priority Violation,Slight Injury,1.0986122886681096,1.791759469228055
18:30:00,Sunday,Dewasa,Male,Junior high school,Employee,,Other,Owner,1-2yr,No defect,Rural village areas,Other,Gentle horizontal curve,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,5,Entering a junction,3,Other/Unknown,Slight Injury,1.0986122886681096,1.791759469228055
