Time,Day,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
12:00:00,Saturday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,6,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
08:00:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
08:00:00,Thursday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
23:00:00,Friday,18-30,Male,Elementary school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle Collision,6,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
23:00:00,Friday,31-50,Male,Junior high school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Governmental,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
22:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,1-2yr,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Sunday,18-30,Male,Junior high school,Employee,5-10yr,Public (13 - 45 seats),Owner,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Sunday,18-30,Male,Writing & reading,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,2,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
22:00:00,Sunday,Over 51,Male,Junior high school,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Unknown,Rural village areasOffice areas,other,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Serious Injury
22:00:00,Sunday,Over 51,Male,Junior high school,Employee,1-2yr,Motorcycle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
17:00:00,Tuesday,31-50,Female,Elementary school,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
17:00:00,Tuesday,Unknown,Male,Elementary school,Employee,Above 10yr,Ridden horse,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,,,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Overtaking,Serious Injury
17:00:00,Tuesday,Unknown,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:00:00,Sunday,31-50,Male,High school,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Sunday,Under 18,Male,Junior high school,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
06:00:00,Friday,18-30,Male,Above high school,Employee,Above 10yr,Public (> 45 seats),Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
06:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Stationwagen,Owner,Unknown,Office areas,,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
22:00:00,Wednesday,31-50,Male,Junior high school,Employee,2-5yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,18-30,3,Employee,Normal,Not a Pedestrian,Overtaking,Slight Injury
22:00:00,Wednesday,31-50,Male,High school,Employee,1-2yr,Public (12 seats),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Turning,Female,18-30,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
19:00:00,Tuesday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Turning,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
19:00:00,Tuesday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Female,18-30,3,,,Not a Pedestrian,Overtaking,Slight Injury
18:00:00,Wednesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Residential areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Sunday,31-50,Male,Elementary school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,2-5yrs,School areas,Undivided Two way,Tangent road with mild grade and flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
17:00:00,Sunday,31-50,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,2-5yrs,Residential areas,Undivided Two way,Tangent road with mild grade and flat terrain,,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,2,Driver,Normal,Not a Pedestrian,Other,Slight Injury
17:00:00,Thursday,31-50,Male,Junior high school,Employee,1-2yr,Automobile,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Thursday,31-50,Male,Elementary school,Employee,2-5yr,Public (12 seats),Owner,Unknown, Church areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Serious Injury
17:00:00,Thursday,Over 51,Male,High school,Employee,1-2yr,Taxi,Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,3,Exiting,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,2-5yrs,Other,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Pedestrian Collision,2,3,Moving backward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Friday,Under 18,Male,Junior high school,Employee,Below 1yr,Public (12 seats),Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,3,Other,Male,31-50,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
08:00:00,Monday,Unknown,Male,High school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury
13:00:00,Tuesday,18-30,Male,Elementary school,Owner,5-10yr,Stationwagen,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the left,Serious Injury
13:00:00,Tuesday,Under 18,Male,Elementary school,Employee,Below 1yr,Automobile,Owner,Unknown,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
23:00:00,Friday,Unknown,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
23:00:00,Friday,18-30,Male,Elementary school,Owner,5-10yr,Automobile,Owner,Unknown,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Serious Injury
23:00:00,Friday,18-30,Male,Junior high school,Employee,2-5yr,Public (12 seats),Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
20:00:00,Tuesday,31-50,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,31-50,3,Employee,Normal,Not a Pedestrian,Other,Slight Injury
20:00:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
10:00:00,Friday,31-50,Male,High school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Monday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,Unknown,School areas,Undivided Two way,Tangent road with flat terrain,,Gravel roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
16:00:00,Monday,Over 51,Male,Elementary school,Employee,2-5yr,Motorcycle,Owner,Unknown,Residential areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Monday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,Under 18,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
18:00:00,Sunday,Over 51,Male,Junior high school,Employee,Below 1yr,Automobile,Owner,Unknown,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Other,Pedestrian Collision,2,1,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Sunday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Above 10yr,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Other,Pedestrian Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Sunday,31-50,Female,Junior high school,Owner,5-10yr,Automobile,Owner,Above 10yr,Residential areas,One way,Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Sunday,31-50,Female,Elementary school,Employee,1-2yr,Public (> 45 seats),Owner,Unknown,Other,other,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:00:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Automobile,Other,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:00:00,Thursday,Unknown,Male,Elementary school,Employee,Above 10yr,Automobile,Owner,5-10yrs,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
15:00:00,Thursday,31-50,Male,Junior high school,Owner,1-2yr,Automobile,Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Friday,Under 18,Male,Junior high school,Employee,5-10yr,Other,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Other,Slight Injury
15:00:00,Friday,Over 51,Male,Junior high school,Employee,Above 10yr,Stationwagen,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
07:00:00,Thursday,18-30,Female,Elementary school,Owner,2-5yr,Lorry (41 - 100 Quintal),Governmental,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
07:00:00,Thursday,31-50,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Moving Backward,Serious Injury
17:00:00,Monday,31-50,Male,Junior high school,Employee,Below 1yr,Other,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
15:00:00,Monday,31-50,Male,Junior high school,Employee,5-10yr,Public (12 seats),Owner,Unknown, Church areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
09:00:00,Monday,Over 51,Male,High school,Employee,Above 10yr,Automobile,Governmental,Unknown,Other,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
09:00:00,Monday,Over 51,Male,Junior high school,Employee,5-10yr,Automobile,Owner,Unknown,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Female,Under 18,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
09:00:00,Monday,Unknown,Male,Elementary school,Employee,1-2yr,Public (13 - 45 seats),Owner,1-2yr,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,Female,Under 18,3,,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
10:00:00,Friday,18-30,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
08:00:00,Thursday,Over 51,Male,Elementary school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Unknown,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
13:00:00,Thursday,18-30,Male,Junior high school,Owner,1-2yr,Lorry (11 - 40 Quintal),Owner,5-10yrs,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
13:00:00,Thursday,Under 18,Male,Above high school,Owner,1-2yr,Motorcycle,Governmental,Unknown,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Wednesday,18-30,Male,Junior high school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,5-10yrs,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Other,Male,18-30,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Wednesday,31-50,Male,Junior high school,Employee,5-10yr,Stationwagen,Owner,Above 10yr,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
21:00:00,Saturday,18-30,Male,Elementary school,Employee,5-10yr,Automobile,Owner,1-2yr,Other,other,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
16:00:00,Wednesday,Under 18,Male,High school,Owner,Below 1yr,Other,Owner,2-5yrs,Office areas,One way,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Wednesday,31-50,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving backward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Tuesday,18-30,Male,Junior high school,Employee,5-10yr,Taxi,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Tuesday,18-30,Male,Junior high school,Employee,Below 1yr,Automobile,Organization,2-5yrs,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Exiting,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
22:00:00,Saturday,31-50,Male,Junior high school,Employee,Above 10yr,Long lorry,Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
07:00:00,Monday,18-30,Male,Junior high school,Employee,5-10yr,Long lorry,Governmental,Unknown,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Raining,Pedestrian Collision,1,1,Moving forward,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
07:00:00,Monday,18-30,Male,Junior high school,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
20:00:00,Sunday,31-50,Male,Junior high school,Employee,5-10yr,Lorry (41 - 100 Quintal),Governmental,Below 1yr,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Sunday,Unknown,Male,Junior high school,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Unknown,Other,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
20:00:00,Saturday,Over 51,Male,Junior high school,Employee,1-2yr,Automobile,Owner,Unknown, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,2,Moving forward,Female,Over 51,2,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Thursday,18-30,Male,Junior high school,Employee,1-2yr,Taxi,Owner,Unknown, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Wednesday,31-50,Male,High school,Employee,2-5yr,Other,Owner,2-5yrs,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,,,Not a Pedestrian,No priority to vehicle,Slight Injury
18:00:00,Tuesday,18-30,Male,High school,Owner,Above 10yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,5,3,Driver,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
18:00:00,Tuesday,18-30,Unknown,Elementary school,Employee,2-5yr,Automobile,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,,,Unknown or other,Overtaking,Slight Injury
15:00:00,Monday,18-30,Male,Junior high school,Employee,Above 10yr,Automobile,Owner,1-2yr,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,Female,18-30,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Other,Slight Injury
18:00:00,Wednesday,Under 18,Female,High school,Employee,2-5yr,Automobile,Owner,Above 10yr, Outside rural areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,,Earth roads,Wet or damp,Darkness - lights lit,Windy,Vehicle Collision,1,1,Moving backward,Male,31-50,3,Other,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
18:00:00,Wednesday,18-30,Male,Junior high school,Other,No Licence,Public (> 45 seats),Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
20:00:00,Tuesday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
20:00:00,Tuesday,31-50,Male,Junior high school,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Above 10yr, Church areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
17:00:00,Monday,31-50,Male,Junior high school,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Unknown,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
