Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
Night,Friday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Moving forward,Female,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Tuesday,Under 18,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,Other,Normal,Not a Pedestrian,No distancing,Slight Injury
Night,Tuesday,Over 51,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Exiting,na,na,na,Driver,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
Night,Monday,18-30,Male,Employee,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Night,Monday,31-50,Male,Employee,No Licence,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Sunday,18-30,Male,Employee,Above 10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Earth roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,2,2,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Sunday,Over 51,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
Afternoon,Friday,18-30,Male,Employee,5-10yr,Public (12 seats),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Friday,31-50,Male,Employee,2-5yr,Other,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Stopping,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Saturday,18-30,Male,Owner,2-5yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,2,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Night,Saturday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Other,other,Tangent road with flat terrain,Crossing,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Morning,Tuesday,31-50,Male,Owner,Above 10yr,Public (13 - 45 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,18-30,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Morning,Tuesday,31-50,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Tuesday,18-30,Male,Employee,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Overtaking,Slight Injury
Afternoon,Tuesday,18-30,Male,Employee,2-5yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,3,Moving backward,Male,Over 51,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Afternoon,Tuesday,18-30,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Monday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,3,Stopping,Female,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Monday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,Female,Under 18,3,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Monday,18-30,Male,Employee,Below 1yr,Automobile,Governmental,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Driver,,Not a Pedestrian,Driving to the left,Slight Injury
Afternoon,Friday,Unknown,Female,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Driver,,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Changing lane to the left,Serious Injury
Afternoon,Friday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,31-50,3,Driver,Normal,Unknown or other,No distancing,Serious Injury
Afternoon,Friday,31-50,Male,Owner,5-10yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Exiting,na,na,na,Student,Normal,Not a Pedestrian,No distancing,Serious Injury
Morning,Saturday,31-50,Male,Owner,5-10yr,Automobile,Owner,Residential areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,3,Moving forward,Male,Over 51,3,,,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Saturday,31-50,Male,Employee,5-10yr,Automobile,Owner,School areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,3,Moving forward,na,na,na,,,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Morning,Saturday,18-30,Male,Employee,2-5yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,3,Moving forward,Male,Under 18,3,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Tuesday,18-30,Male,Employee,5-10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
Night,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Turning,Male,18-30,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Evening,Monday,31-50,Male,Employee,Below 1yr,Other,Organization,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Wednesday,Under 18,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,Changing lane to the right,Serious Injury
Afternoon,Wednesday,Over 51,Male,Employee,2-5yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,Moving Backward,Serious Injury
Afternoon,Tuesday,Over 51,Male,Employee,2-5yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Serious Injury
Evening,Tuesday,Unknown,Female,Employee,5-10yr,Pick up upto 10 Quintal,Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Exiting,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Serious Injury
Night,Wednesday,Under 18,Male,Employee,5-10yr,Stationwagen,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
Night,Wednesday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Thursday,18-30,Male,Owner,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,18-30,3,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Thursday,Over 51,Male,Employee,2-5yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
Afternoon,Thursday,31-50,Male,Employee,Below 1yr,Automobile,Owner, Church areas,,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,Male,31-50,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
Night,Saturday,18-30,Male,Employee,1-2yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Saturday,Unknown,Female,Employee,Below 1yr,Turbo,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Afternoon,Thursday,18-30,Male,Employee,Above 10yr,Automobile,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Unemployed,Normal,Not a Pedestrian,No distancing,Serious Injury
Afternoon,Thursday,Over 51,Male,Employee,Below 1yr,Stationwagen,Governmental,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
Morning,Wednesday,18-30,Male,Employee,2-5yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Other,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Wednesday,18-30,Male,Employee,1-2yr,Automobile,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Unknown,Earth roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,1,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Morning,Tuesday,31-50,Male,Owner,Below 1yr,Pick up upto 10 Quintal,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,Over 51,3,Employee,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
Morning,Friday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Wednesday,31-50,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Morning,Wednesday,31-50,Male,Employee,1-2yr,Automobile,Organization, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Sunday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Organization,Other,Undivided Two way,Tangent road with mountainous terrain and,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Turnover,Slight Injury
Morning,Sunday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Night,Friday,Unknown,Female,Owner,Below 1yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Friday,18-30,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner, Industrial areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Turning,na,na,na,,,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Afternoon,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Female,18-30,3,,Normal,Unknown or other,Driving carelessly,Slight Injury
Evening,Saturday,18-30,Male,Employee,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Unknown or other,Changing lane to the right,Serious Injury
Evening,Saturday,Over 51,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner, Church areas,One way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
Evening,Wednesday,31-50,Male,Employee,5-10yr,Automobile,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
Evening,Wednesday,18-30,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner,Other,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Exiting,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Morning,Friday,Over 51,Male,Employee,2-5yr,Public (13 - 45 seats),Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
Morning,Friday,31-50,Male,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Friday,31-50,Male,Employee,Below 1yr,Lorry (11 - 40 Quintal),Owner,Other,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Turning,Male,31-50,3,Employee,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Wednesday,Over 51,Male,Owner,5-10yr,Automobile,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
Night,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
Night,Tuesday,18-30,Male,Employee,Below 1yr,Other,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,3,,,Not a Pedestrian,No priority to vehicle,Serious Injury
Morning,Friday,Over 51,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,5,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Morning,Friday,Over 51,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Moving forward,Male,18-30,3,,,Not a Pedestrian,No distancing,Slight Injury
Morning,Friday,31-50,Male,Employee,Above 10yr,Motorcycle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,5,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Morning,Friday,31-50,Male,Employee,Above 10yr,Pick up upto 10 Quintal,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Turning,na,na,na,,,Not a Pedestrian,Changing lane to the left,Slight Injury
Morning,Friday,31-50,Male,Employee,5-10yr,Lorry (11 - 40 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,5,Turning,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Slight Injury
Afternoon,Sunday,18-30,Male,Employee,1-2yr,Lorry (11 - 40 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,Overturning,Serious Injury
Night,Friday,18-30,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Exiting,Male,31-50,3,,,Not a Pedestrian,No priority to vehicle,Slight Injury
Night,Friday,Over 51,Male,Employee,5-10yr,Automobile,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,2,Exiting,na,na,na,Self-employed,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Monday,Unknown,Female,Employee,1-2yr,Other,Owner, Church areas,Double carriageway (median),Tangent road with mild grade and flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,31-50,3,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Night,Monday,31-50,Male,Owner,5-10yr,Other,Owner,School areas,Undivided Two way,Tangent road with flat terrain,O Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Other,Normal,Not a Pedestrian,Moving Backward,Slight Injury
Night,Monday,31-50,Male,Owner,Above 10yr,Automobile,Owner,Residential areas,Double carriageway (median),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving backward,Male,18-30,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Monday,31-50,Male,Owner,Below 1yr,Taxi,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,,,Not a Pedestrian,Overspeed,Slight Injury
Afternoon,Thursday,Unknown,Female,Owner,5-10yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Exiting,na,na,na,Employee,Normal,Not a Pedestrian,Driving under the influence of drugs,Serious Injury
Afternoon,Thursday,18-30,Male,Employee,Above 10yr,Taxi,Governmental, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Exiting,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Serious Injury
Afternoon,Thursday,18-30,Male,Employee,Below 1yr,Lorry (11 - 40 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving backward,Male,31-50,3,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury
Afternoon,Tuesday,31-50,Male,Employee,1-2yr,Automobile,Owner,Office areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Turning,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
Afternoon,Wednesday,18-30,Male,Employee,Above 10yr,Other,Owner,Residential areas,One way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Female,Under 18,3,Employee,Normal,Not a Pedestrian,Overspeed,Slight Injury
Afternoon,Wednesday,31-50,Male,Owner,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Driver,Normal,Not a Pedestrian,Driving under the influence of drugs,Slight Injury
Evening,Thursday,31-50,Male,Employee,Above 10yr,Automobile,Governmental,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
Afternoon,Monday,18-30,Male,Employee,No Licence,Automobile,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Student,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Monday,18-30,Male,Employee,1-2yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Night,Thursday,Over 51,Male,Owner,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Steep grade downward with mountainous terrain,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving backward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
Afternoon,Monday,31-50,Male,Owner,Below 1yr,Other,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,1,2,Moving forward,Female,18-30,3,,,Not a Pedestrian,Moving Backward,Slight Injury
Afternoon,Monday,31-50,Male,Owner,1-2yr,Pick up upto 10 Quintal,Organization,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,2,Moving forward,Male,31-50,3,,,Not a Pedestrian,No distancing,Slight Injury
Evening,Friday,Over 51,Male,Owner,2-5yr,Pick up upto 10 Quintal,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Other,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overspeed,Serious Injury
