Time,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity,Day
20:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Wednesday
11:00:00,Dewasa,Female,Elementary school,Employee,1-2yr,Private Vehicle,Owner,Unknown,School areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,Female,unknown,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
11:00:00,Dewasa,Male,High school,Employee,1-2yr,Other,Owner,Unknown,School areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving backward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
11:00:00,Remaja,Male,Above high school,Employee,5-10yr,Public Transport,Owner,2-5yrs,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Moving backward,Male,18-30,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Tuesday
11:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Residential areas,One way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Stationary Object Collision,2,1,Other,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Tuesday
11:00:00,Remaja,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
11:00:00,Dewasa,Male,Elementary school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Unknown,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Tuesday
11:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Tuesday
14:00:00,Dewasa,Male,High school,Owner,5-10yr,Private Vehicle,Owner,Above 10yr,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Exiting,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Saturday
14:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Saturday
20:00:00,Lansia,Male,Junior high school,Owner,1-2yr,Private Vehicle,Owner,2-5yrs,Industrial areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,Female,31-50,3,unknown,Not a Pedestrian,No Distance,Serious Injury,Friday
20:00:00,Lansia,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,2-5yrs,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Friday
20:00:00,Lansia,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,2,Turning,Male,18-30,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Friday
20:00:00,Lansia,Male,Junior high school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Friday
20:00:00,Lansia,Male,High school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,2,Moving backward,Female,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
20:00:00,Dewasa,Male,High school,Owner,2-5yr,Commercial Vehicle,Organization,Above 10yr,Outside rural areas,Undivided Two way,Straight,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
19:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle Collision,1,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Improper Parking/Exit,Slight Injury,Friday
19:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Serious Injury,Friday
23:00:00,Lansia,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
18:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
13:00:00,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,Hospital areas,One way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Stationary Object Collision,2,5,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Monday
13:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,Industrial areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,Male,31-50,3,unknown,Not a Pedestrian,Speeding,Slight Injury,Monday
08:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Private Vehicle,Owner,2-5yrs,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,5,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
08:00:00,Unknwon,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
08:00:00,Remaja,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,Office areas,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
08:00:00,Dewasa,Male,Elementary school,Owner,1-2yr,Private Vehicle,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
13:00:00,Dewasa,Male,Junior high school,Owner,5-10yr,Public Transport,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
13:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Unknown,Vehicle Collision,2,1,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Slight Injury,Saturday
16:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Unknown,Stationary Object Collision,2,1,Moving backward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
16:00:00,Remaja,Male,High school,Employee,2-5yr,Commercial Vehicle,Governmental,Unknown,Market areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights unlit,Raining,Stationary Object Collision,2,1,Moving forward,Female,Under 18,3,Normal,Crossing from driver's nearside,Driving carelessly,Slight Injury,Saturday
10:00:00,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,Office areas,other,Straight,Y Shape,Gravel roads,Wet or damp,Darkness - lights unlit,Raining,Vehicle Collision,2,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Wednesday
12:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
12:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Governmental,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Reckless Driving,Slight Injury,Monday
12:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,Residential areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Monday
15:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Sunday
15:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Residential areas,Double carriageway (median),Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Sunday
15:00:00,Lansia,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Other,Male,Under 18,3,unknown,Not a Pedestrian,Reckless Driving,Slight Injury,Sunday
14:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,1-2yr,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Self-accident,3,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
17:00:00,Lansia,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving backward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Tuesday
17:00:00,Remaja,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Gravel roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Female,18-30,2,Normal,Crossing from driver's nearside,Speeding,Slight Injury,Tuesday
10:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Pedestrian Collision,3,1,Moving backward,Female,31-50,3,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,Unsafe Lane Change,Slight Injury,Tuesday
10:00:00,Lansia,Male,Elementary school,Owner,5-10yr,Public Transport,Owner,Unknown,Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Tuesday
14:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,3,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
14:00:00,Lansia,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Office areas,Undivided Two way,Straight,Y Shape,Earth roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Monday
14:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights unlit,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,2,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Priority Violation,Slight Injury,Monday
13:00:00,Dewasa,Male,High school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Stationary Object Collision,1,1,Other,Female,Over 51,2,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Saturday
13:00:00,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Owner,Unknown,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Female,Over 51,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Saturday
13:00:00,Unknwon,Unknown,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,Industrial areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Normal,Unknown or other,No Distance,Slight Injury,Saturday
08:00:00,Unknwon,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Crossing from driver's nearside,DUI (Drugs/Alcohol),Slight Injury,Wednesday
08:00:00,Dewasa,Male,High school,Owner,1-2yr,Private Vehicle,Organization,Unknown,Recreational areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving backward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
12:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,1-2yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Serious Injury,Sunday
12:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Other,Owner,Above 10yr,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Sunday
12:00:00,Unknwon,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,5-10yrs,Church areas,Undivided Two way,Mountainous,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Stationary Object Collision,1,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Sunday
12:00:00,Unknwon,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving backward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Sunday
20:00:00,Dewasa,Male,High school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,Other,other,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Self-accident,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Sunday
20:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,5-10yrs,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving backward,Female,31-50,3,unknown,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Unsafe Lane Change,Slight Injury,Sunday
18:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,Other,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Thursday
20:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Other,Owner,Unknown,Church areas,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Cloudy,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
20:00:00,Dewasa,Male,High school,Employee,2-5yr,Private Vehicle,Governmental,Unknown,Other,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Female,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Thursday
20:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Owner,Unknown,Church areas,Two-way (divided with solid lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,2,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
20:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Unknown,Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Pedestrian Collision,2,2,Moving forward,Male,Over 51,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Thursday
10:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,Other,Undivided Two way,Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Self-accident,2,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
10:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Public Transport,Governmental,5-10yrs,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
10:00:00,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,5-10yrs,School areas,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Windy,Self-accident,1,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Wednesday
20:00:00,Dewasa,Male,Elementary school,Other,5-10yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Male,31-50,2,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Wednesday
20:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,1-2yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Moving Backward,Slight Injury,Wednesday
20:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Above 10yr,Office areas,Undivided Two way,Straight,Y Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,unknown,Not a Pedestrian,No Distance,Fatal injury,Wednesday
11:00:00,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Above 10yr,Residential areas,Undivided Two way,Straight,Y Shape,Gravel roads,Wet or damp,Daylight,Raining,Self-accident,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
11:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Above 10yr,Other,One way,Mountainous,Y Shape,Gravel roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
11:00:00,Dewasa,Male,Elementary school,Owner,2-5yr,Commercial Vehicle,Owner,Above 10yr,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Snow,Darkness - lights lit,Other,Stationary Object Collision,2,1,Moving forward,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Friday
16:00:00,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,5-10yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Snow,Darkness - lights lit,Other,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Thursday
16:00:00,Dewasa,Male,Junior high school,Owner,1-2yr,Public Transport,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury,Thursday
13:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Private Vehicle,Owner,1-2yr,Other,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
13:00:00,Dewasa,Male,Junior high school,Employee,5-10yr,Other,Owner,5-10yrs,Other,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving backward,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Monday
19:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Other,Owner,5-10yrs,Other,One way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,Under 18,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Friday
19:00:00,Dewasa,Male,Elementary school,Employee,Above 10yr,Other,Owner,1-2yr,Hospital areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Friday
23:00:00,Remaja,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,2-5yrs,Residential areas,Undivided Two way,Straight,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
23:00:00,Remaja,Male,Elementary school,Employee,Above 10yr,Other,Owner,5-10yrs,Residential areas,One way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury,Saturday
23:00:00,Remaja,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,5-10yrs,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,1,1,Turning,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury,Saturday
09:00:00,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,1-2yr,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Under 18,3,Normal,Not a Pedestrian,No Distance,Slight Injury,Wednesday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,1-2yr,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,2,1,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury,Thursday
15:00:00,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,2-5yrs,Other,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,1,Moving forward,Female,31-50,3,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury,Thursday
20:00:00,Remaja,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,2,Normal,Not a Pedestrian,Driving carelessly,Slight Injury,Saturday
21:00:00,Dewasa,Female,Junior high school,Owner,Above 10yr,Other,Owner,Unknown,Residential areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,2,Moving forward,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury,Wednesday
