Time,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Casualty_severity,Cause_of_accident,Accident_severity,Day
18:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,3,Moving Backward,Slight Injury,Wednesday
18:00:00,18-30,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Speeding,Slight Injury,Wednesday
07:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Wednesday
07:00:00,18-30,Male,Owner,5-10yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Wednesday
10:00:00,Under 18,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving backward,3,Speeding,Slight Injury,Thursday
10:00:00,Over 51,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle Collision,4,1,Moving backward,3,Overloading,Slight Injury,Thursday
23:00:00,Over 51,Female,Employee,Below 1yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Other,Slight Injury,Saturday
00:00:00,18-30,Male,Employee,2-5yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Priority Violation,Slight Injury,Sunday
00:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Sunday
10:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,Two-way (divided with solid lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,3,2,Moving forward,3,Moving Backward,Slight Injury,Monday
10:00:00,18-30,Male,Owner,1-2yr,Private Vehicle,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,3,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
13:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Governmental,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,3,2,Moving backward,na,Priority Violation,Slight Injury,Saturday
13:00:00,Over 51,Male,Other,5-10yr,Public Transport,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle Collision,3,2,Moving forward,3,No Distance,Slight Injury,Saturday
13:00:00,Over 51,Male,Employee,2-5yr,Commercial Vehicle,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,Priority Violation,Slight Injury,Saturday
17:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,No Distance,Slight Injury,Monday
17:00:00,31-50,Male,Employee,5-10yr,Other,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Monday
17:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Other,Vehicle Collision,2,1,Other,na,Moving Backward,Slight Injury,Monday
17:00:00,31-50,Male,Employee,No Licence,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Moving forward,2,Unsafe Lane Change,Slight Injury,Monday
17:00:00,31-50,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle Collision,1,2,Other,na,Priority Violation,Slight Injury,Friday
17:00:00,Under 18,Male,Employee,Above 10yr,Commercial Vehicle,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,3,Moving Backward,Fatal injury,Friday
17:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,4,Moving backward,3,Improper Parking/Exit,Fatal injury,Friday
17:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,na,Speeding,Fatal injury,Friday
17:00:00,31-50,Male,Owner,2-5yr,Public Transport,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,4,Moving forward,3,Overloading,Fatal injury,Friday
11:00:00,18-30,Male,Employee,Below 1yr,Public Transport,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Sunday
11:00:00,18-30,Male,Owner,Above 10yr,Private Vehicle,Governmental,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,na,Improper Parking/Exit,Slight Injury,Sunday
11:00:00,31-50,Male,Employee,Above 10yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Other,Slight Injury,Sunday
03:00:00,18-30,Male,Employee,2-5yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
03:00:00,18-30,Male,Employee,2-5yr,Other,Governmental,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
17:00:00,31-50,Male,Employee,Above 10yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,na,Priority Violation,Slight Injury,Tuesday
17:00:00,Under 18,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,3,Speeding,Slight Injury,Tuesday
17:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
17:00:00,Under 18,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,Priority Violation,Slight Injury,Friday
17:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Tuesday
17:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Governmental,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Gravel roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,3,No Distance,Slight Injury,Tuesday
18:00:00,31-50,Male,Owner,5-10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Priority Violation,Slight Injury,Sunday
23:00:00,31-50,Male,Owner,5-10yr,Private Vehicle,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,No Distance,Serious Injury,Wednesday
23:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Priority Violation,Serious Injury,Wednesday
14:00:00,Under 18,Male,Employee,2-5yr,Special Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Other,Slight Injury,Wednesday
14:00:00,Under 18,Male,Employee,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Wednesday
14:00:00,Over 51,Male,Employee,2-5yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Wednesday
14:00:00,Unknown,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Turning,3,Driving carelessly,Slight Injury,Saturday
14:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Saturday
14:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,Priority Violation,Slight Injury,Saturday
12:00:00,31-50,Male,Employee,2-5yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,No Distance,Slight Injury,Sunday
12:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,3,Unsafe Lane Change,Slight Injury,Sunday
12:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,3,Unsafe Lane Change,Serious Injury,Sunday
12:00:00,18-30,Male,Employee,5-10yr,Commercial Vehicle,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,3,Speeding,Serious Injury,Sunday
12:00:00,18-30,Male,Owner,5-10yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,3,No Distance,Serious Injury,Sunday
18:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,Unsafe Lane Change,Slight Injury,Friday
18:00:00,18-30,Male,Employee,Below 1yr,Public Transport,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
11:00:00,18-30,Male,Employee,1-2yr,Other,Owner, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,Improper Parking/Exit,Slight Injury,Wednesday
11:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,3,Other,Slight Injury,Wednesday
07:00:00,Over 51,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Other,Slight Injury,Tuesday
07:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,3,No Distance,Slight Injury,Tuesday
07:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,Priority Violation,Slight Injury,Tuesday
16:00:00,18-30,Male,Employee,1-2yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Speeding,Slight Injury,Tuesday
16:00:00,31-50,Male,Employee,5-10yr,Commercial Vehicle,Owner, Church areas,Undivided Two way,Sharp reverse curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Priority Violation,Slight Injury,Tuesday
18:00:00,Under 18,Male,Owner,Below 1yr,Public Transport,Owner,Office areas,Undivided Two way,Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,na,No Distance,Slight Injury,Monday
18:00:00,Unknown,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Double carriageway (median),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
18:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Driving carelessly,Slight Injury,Tuesday
18:00:00,31-50,Male,Employee,1-2yr,Private Vehicle,Owner, Church areas,Unknown,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,2,Unsafe Lane Change,Slight Injury,Tuesday
18:00:00,31-50,Male,Owner,5-10yr,Private Vehicle,Owner,School areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,2,Moving forward,na,Speeding,Slight Injury,Tuesday
15:00:00,18-30,Male,Employee,2-5yr,Commercial Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Self-accident,4,5,Moving forward,3,Other,Slight Injury,Sunday
15:00:00,31-50,Male,Owner,Below 1yr,Commercial Vehicle,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,5,Moving forward,2,Unsafe Lane Change,Slight Injury,Sunday
15:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,3,Speeding,Slight Injury,Sunday
10:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,3,Unknown,Slight Injury,Tuesday
19:00:00,31-50,Male,Employee,5-10yr,Public Transport,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,3,Unsafe Lane Change,Slight Injury,Monday
14:00:00,18-30,Male,Employee,2-5yr,Public Transport,Governmental,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,5,Other,3,No Distance,Slight Injury,Friday
14:00:00,31-50,Male,Employee,Above 10yr,Private Vehicle,Organization,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving backward,na,Other,Serious Injury,Friday
14:00:00,31-50,Male,Employee,5-10yr,Public Transport,Organization,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,3,Priority Violation,Serious Injury,Friday
08:00:00,Under 18,Male,Employee,Above 10yr,Public Transport,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,Unsafe Lane Change,Serious Injury,Sunday
22:00:00,Unknown,Male,Employee,2-5yr,Commercial Vehicle,Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,2,Priority Violation,Serious Injury,Monday
22:00:00,18-30,Male,Employee,Below 1yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,3,Speeding,Serious Injury,Monday
15:00:00,18-30,Male,Employee,Below 1yr,Commercial Vehicle,Owner, Church areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,3,Driving carelessly,Serious Injury,Friday
15:00:00,Over 51,Male,Owner,5-10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,na,Priority Violation,Slight Injury,Friday
15:00:00,Over 51,Female,Employee,2-5yr,Private Vehicle,Owner,  Market areas,other,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,3,Priority Violation,Slight Injury,Friday
21:00:00,31-50,Male,Employee,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,Unsafe Lane Change,Slight Injury,Sunday
21:00:00,31-50,Male,Employee,2-5yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,3,Driving carelessly,Slight Injury,Sunday
21:00:00,18-30,Male,Employee,5-10yr,Private Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Sunday
21:00:00,18-30,Male,Employee,Above 10yr,Private Vehicle,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Sunday
16:00:00,18-30,Male,Employee,Above 10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving backward,3,Unsafe Lane Change,Slight Injury,Monday
16:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,4,1,Moving backward,3,Reckless Driving,Slight Injury,Monday
16:00:00,Over 51,Male,Employee,1-2yr,Other,Owner,Other,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Moving forward,na,Driving carelessly,Slight Injury,Monday
15:00:00,31-50,Male,Employee,5-10yr,Other,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Moving forward,3,No Distance,Slight Injury,Friday
15:00:00,31-50,Male,Employee,5-10yr,Private Vehicle,Owner,  Recreational areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Turning,na,Driving carelessly,Slight Injury,Friday
14:00:00,Over 51,Male,Employee,1-2yr,Commercial Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,Unsafe Lane Change,Slight Injury,Saturday
19:00:00,31-50,Male,Owner,5-10yr,Commercial Vehicle,Organization,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,3,Priority Violation,Slight Injury,Wednesday
19:00:00,Over 51,Female,Owner,Above 10yr,Commercial Vehicle,Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,2,Unsafe Lane Change,Slight Injury,Wednesday
16:00:00,Over 51,Male,Owner,Below 1yr,Private Vehicle,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,No Distance,Serious Injury,Friday
17:00:00,18-30,Male,Owner,5-10yr,Private Vehicle,Owner,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Serious Injury,Monday
17:00:00,18-30,Male,Employee,Above 10yr,Public Transport,Owner, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Moving Backward,Serious Injury,Monday
09:00:00,31-50,Male,Employee,Below 1yr,Public Transport,Owner,Other,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Serious Injury,Tuesday
09:00:00,Over 51,Male,Employee,1-2yr,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,Y Shape,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,No Distance,Serious Injury,Tuesday
10:00:00,Over 51,Male,Employee,Above 10yr,Commercial Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,No Distance,Slight Injury,Thursday
10:00:00,Over 51,Female,Owner,Above 10yr,Public Transport,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,Priority Violation,Slight Injury,Thursday
21:00:00,18-30,Male,Employee,Above 10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Exiting,3,Driving carelessly,Slight Injury,Thursday
21:00:00,18-30,Male,Employee,No Licence,Commercial Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Thursday
16:00:00,Under 18,Male,Employee,1-2yr,Private Vehicle,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Unsafe Lane Change,Slight Injury,Friday
16:00:00,18-30,Male,Owner,1-2yr,Other,Owner,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,3,Driving carelessly,Slight Injury,Friday
16:00:00,31-50,Male,Owner,Below 1yr,Private Vehicle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,3,Driving carelessly,Slight Injury,Friday
19:00:00,18-30,Male,Owner,1-2yr,Private Vehicle,Owner, Church areas,Double carriageway (median),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,3,No Distance,Serious Injury,Saturday
19:00:00,18-30,Male,Owner,2-5yr,Private Vehicle,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,Other,Serious Injury,Saturday
19:00:00,18-30,Male,Owner,5-10yr,Commercial Vehicle,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Other,3,Unsafe Lane Change,Slight Injury,Saturday
09:00:00,31-50,Male,Owner,Above 10yr,Private Vehicle,Owner,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,Unsafe Lane Change,Slight Injury,Sunday
09:00:00,18-30,Male,Owner,2-5yr,Public Transport,Owner,Other,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,3,No Distance,Slight Injury,Sunday
