Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Service_year_of_vehicle,Defect_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
13:54:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,5-10yrs,, Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,unknown,"Walking along in carriageway, back to traffic",Driving carelessly,Slight Injury
15:31:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
15:31:00,Monday,Lansia,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
12:30:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Organization,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Other,Asphalt roads,Wet or damp,Daylight,Windy,Collision with pedestrians,2,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
18:45:00,Wednesday,Dewasa,Male,Elementary school,Employee,2-5yr,Commercial Vehicle,Organization,2-5yrs,No defect,Other,Undivided Two way,,Crossing,Asphalt roads,Wet or damp,Daylight,Windy,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
18:45:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
19:12:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,Unknown,No defect, Church areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Getting off,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
17:25:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,5-10yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,18-30,3,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No Distance,Slight Injury
17:25:00,Friday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
12:48:00,Friday,Dewasa,Male,Junior high school,Employee,,Private Vehicle,Owner,Unknown,No defect,School areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
7:10:00,Friday,Dewasa,Male,Junior high school,Owner,5-10yr,Other,Owner,Unknown,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
7:10:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,No defect, Church areas,One way,Straight,Y Shape,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Serious Injury
17:10:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Female,Over 51,3,Normal,Not a Pedestrian,Priority Violation,Serious Injury
17:10:00,Friday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,Unknown,No defect,Other,other,Mountainous,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Female,18-30,3,Normal,Crossing from offside - masked by  parked or statioNot a Pedestrianry vehicle,No Distance,Slight Injury
17:10:00,Friday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,other,Straight,Crossing,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,1,,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
9:05:00,Friday,Dewasa,Female,Junior high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
9:05:00,Friday,Dewasa,Female,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,,Other,One way,Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,,unknown,unknown,unknown,Normal,Not a Pedestrian,Improper Parking/Exit,Slight Injury
16:15:00,Wednesday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Above 10yr,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,2,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Sunday,Unknwon,Female,Junior high school,Employee,1-2yr,Commercial Vehicle,Governmental,2-5yrs,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Rollover,3,3,,Male,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:55:00,Sunday,Lansia,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,3,3,Going straight,Female,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
13:55:00,Sunday,Dewasa,Male,Junior high school,Owner,Below 1yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:55:00,Sunday,Dewasa,Male,Junior high school,Employee,Below 1yr,Commercial Vehicle,Owner,2-5yrs,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,Male,Over 51,2,unknown,Unknown or other,Unsafe Lane Change,Slight Injury
13:55:00,Sunday,Dewasa,Male,Writing & reading,Employee,Below 1yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,3,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
19:20:00,Sunday,Unknwon,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,1-2yr,No defect, Church areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,2,2,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
19:20:00,Sunday,Dewasa,Male,Elementary school,Owner,5-10yr,Other,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Darkness - no lighting,Normal,Collision with pedestrians,2,2,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
19:20:00,Sunday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,2,Other,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
11:58:00,Saturday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
12:53:00,Sunday,Dewasa,Male,Writing & reading,Employee,5-10yr,Private Vehicle,Owner,Above 10yr,,School areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
12:53:00,Sunday,Dewasa,Male,Writing & reading,Employee,5-10yr,Private Vehicle,Owner,Unknown,No defect, Church areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Collision with pedestrians,2,1,Getting off,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
12:53:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,Unknown,,School areas,Undivided Two way,Straight,No junction,Other,Wet or damp,Daylight,Raining,Collision with pedestrians,2,2,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Moving Backward,Slight Injury
20:40:00,Friday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,2-5yrs,No defect,Residential areas,Double carriageway (median),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,2,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:40:00,Friday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,,,,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,2,Going straight,Male,31-50,3,Normal,Not a Pedestrian,No Distance,Slight Injury
12:44:00,Tuesday,Remaja,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,,Office areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
12:44:00,Tuesday,Dewasa,Male,Junior high school,Employee,Above 10yr,Commercial Vehicle,Governmental,5-10yrs,No defect, Church areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
8:50:00,Thursday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,2-5yrs,,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Getting off,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
8:50:00,Thursday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Office areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
8:08:00,Tuesday,Dewasa,Male,Junior high school,Employee,Below 1yr,Private Vehicle,Owner,2-5yrs,No defect,Residential areas,One way,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Speeding,Slight Injury
15:33:00,Tuesday,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Other,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Other,Male,18-30,3,Normal,Not a Pedestrian,Speeding,Slight Injury
15:33:00,Tuesday,Dewasa,Male,Junior high school,Employee,2-5yr,Private Vehicle,Governmental,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,3,3,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Slight Injury
18:20:00,Sunday,Dewasa,Male,Elementary school,Employee,Below 1yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with pedestrians,3,3,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:20:00,Sunday,Lansia,Male,Junior high school,Employee,2-5yr,Private Vehicle,Owner,5-10yrs,No defect, Industrial areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
9:55:00,Monday,Lansia,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,2-5yrs,No defect,Other,Undivided Two way,Mountainous,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,2,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
9:55:00,Monday,Lansia,Male,High school,Employee,Above 10yr,Private Vehicle,Owner,1-2yr,No defect,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,No Distance,Slight Injury
20:16:00,Wednesday,Dewasa,Male,High school,Employee,Above 10yr,Public Transport,Organization,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Male,31-50,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury
9:05:00,Monday,Dewasa,Male,Junior high school,Employee,5-10yr,Commercial Vehicle,Governmental,1-2yr,,Other,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Unknown,Collision with roadside objects,3,4,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
9:05:00,Monday,Dewasa,Male,Elementary school,Employee,1-2yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Unknown,Vehicle with vehicle collision,3,4,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Other,Serious Injury
9:05:00,Monday,Unknwon,Male,Elementary school,Employee,5-10yr,Commercial Vehicle,Owner,2-5yrs,No defect,Other,Double carriageway (median),Straight,Y Shape,,Dry,Daylight,Unknown,Rollover,3,4,Going straight,Male,unknown,3,unknown,Not a Pedestrian,No Distance,Serious Injury
20:00:00,Wednesday,Lansia,Male,Junior high school,Employee,5-10yr,Public Transport,Owner,Unknown,7,Office areas,Undivided Two way,Straight,Y Shape,Other,Dry,Daylight,Unknown,Collision with roadside objects,3,4,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Moving Backward,Serious Injury
11:30:00,Tuesday,Dewasa,Male,Junior high school,Employee,1-2yr,Public Transport,Governmental,1-2yr,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
11:30:00,Tuesday,Dewasa,Male,Junior high school,Owner,5-10yr,Private Vehicle,,,,,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Serious Injury
11:30:00,Tuesday,Remaja,Male,High school,Owner,Above 10yr,Commercial Vehicle,Organization,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
11:30:00,Tuesday,Remaja,Male,,Owner,Below 1yr,Commercial Vehicle,Owner,Above 10yr,,Other,other,Mountainous,Crossing,Asphalt roads,Wet or damp,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury
11:30:00,Tuesday,Remaja,Male,Writing & reading,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,,Office areas,Undivided Two way,Straight,Crossing,Asphalt roads with some distress,Wet or damp,Daylight,Fog or mist,Vehicle with vehicle collision,2,1,Going straight,Female,Over 51,3,Normal,Unknown or other,Unsafe Lane Change,Slight Injury
11:30:00,Tuesday,Dewasa,Male,Above high school,Employee,Above 10yr,Commercial Vehicle,Owner,Unknown,No defect,Office areas,One way,Straight,Crossing,,Wet or damp,Daylight,Fog or mist,Vehicle with vehicle collision,2,1,Going straight,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
11:30:00,Tuesday,Dewasa,Male,High school,Employee,Below 1yr,Public Transport,Owner,Above 10yr,No defect, Church areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Moving Backward,Female,31-50,3,unknown,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Saturday,Dewasa,Male,Junior high school,Employee,1-2yr,Private Vehicle,Owner,,No defect,Office areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Female,Over 51,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury
14:00:00,Saturday,Dewasa,Male,Junior high school,Employee,Above 10yr,Public Transport,Owner,Above 10yr,No defect,Office areas,other,Straight,No junction,Asphalt roads,Wet or damp,Darkness - lights lit,Windy,Vehicle with vehicle collision,1,1,Turnover,unknown,unknown,unknown,Normal,Not a Pedestrian,Improper Parking/Exit,Serious Injury
20:55:00,Friday,Lansia,Male,Junior high school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,No Distance,Slight Injury
20:55:00,Friday,Lansia,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Office areas,One way,Straight,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
20:55:00,Friday,Lansia,Male,Junior high school,Employee,No Licence,Private Vehicle,Owner,2-5yrs,No defect,Residential areas,Undivided Two way,Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Slight Injury
20:55:00,Friday,Lansia,Male,Junior high school,Employee,1-2yr,Commercial Vehicle,Owner,Above 10yr,No defect,Residential areas,other,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,unknown,Not a Pedestrian,No Distance,Serious Injury
20:55:00,Friday,Lansia,Male,Illiterate,Owner,1-2yr,Private Vehicle,Owner,5-10yrs,,Residential areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Priority Violation,Serious Injury
20:55:00,Friday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,5-10yrs,,Office areas,Double carriageway (median),Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Other,Male,31-50,3,unknown,Not a Pedestrian,Priority Violation,Slight Injury
19:07:00,Friday,Dewasa,Female,Junior high school,Owner,1-2yr,Commercial Vehicle,Owner,Unknown,No defect,Residential areas,Two-way (divided with broken lines road marking),Mountainous,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Priority Violation,Slight Injury
19:07:00,Friday,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Governmental,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Reversing,Male,Under 18,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
23:22:00,Saturday,Lansia,Male,Unknown,Owner,5-10yr,Private Vehicle,Governmental,Below 1yr,No defect,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Other,Male,18-30,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
18:35:00,Thursday,Dewasa,Male,Unknown,Owner,Above 10yr,Private Vehicle,Owner,,,Other,Two-way (divided with broken lines road marking),Straight,No junction,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Turnover,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:43:00,Monday,Lansia,Male,Junior high school,Owner,2-5yr,Public Transport,Owner,Unknown,No defect,School areas,Double carriageway (median),Straight,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Male,31-50,3,unknown,Not a Pedestrian,Moving Backward,Slight Injury
13:43:00,Monday,Dewasa,Male,Elementary school,Owner,Above 10yr,Private Vehicle,Owner,Unknown,No defect,School areas,Double carriageway (median),Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Driving carelessly,Slight Injury
8:40:00,Sunday,Dewasa,Male,Writing & reading,Owner,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Collision with roadside objects,2,1,Going straight,Male,18-30,3,unknown,Not a Pedestrian,Unsafe Lane Change,Slight Injury
8:40:00,Sunday,Unknwon,Male,,Owner,,Private Vehicle,Owner,Unknown,No defect,Residential areas,One way,Straight,Crossing,Gravel roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Going straight,unknown,unknown,unknown,unknown,Not a Pedestrian,Unsafe Lane Change,Serious Injury
8:28:00,Monday,Remaja,Male,Junior high school,Owner,5-10yr,Commercial Vehicle,Owner,Unknown,No defect,Other,Undivided Two way,Straight,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,31-50,3,Normal,Not a Pedestrian,Priority Violation,Slight Injury
8:28:00,Monday,Dewasa,Male,Junior high school,Owner,Below 1yr,Private Vehicle,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:00:00,Saturday,Dewasa,Male,Junior high school,Owner,2-5yr,Private Vehicle,Owner,5-10yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Female,31-50,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
13:00:00,Saturday,Dewasa,Male,Elementary school,Employee,2-5yr,Public Transport,Owner,Above 10yr,No defect,School areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Male,18-30,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
16:35:00,Saturday,Dewasa,Male,Junior high school,Employee,2-5yr,Public Transport,Owner,5-10yrs,No defect,Other,Double carriageway (median),Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,No Distance,Slight Injury
16:35:00,Saturday,Remaja,Male,Junior high school,Employee,2-5yr,Commercial Vehicle,Owner,2-5yrs,No defect, Industrial areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Other,Male,18-30,2,unknown,Not a Pedestrian,Improper Parking/Exit,Slight Injury
10:39:00,Wednesday,Lansia,Male,Junior high school,Employee,5-10yr,Private Vehicle,Owner,2-5yrs,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Collision with roadside objects,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,DUI (Drugs/Alcohol),Slight Injury
12:55:00,Monday,Dewasa,Female,Junior high school,Employee,5-10yr,Non-Motorized,Owner,Unknown,No defect,Office areas,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Rollover,3,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
12:55:00,Monday,Dewasa,Male,Junior high school,Employee,Above 10yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Moving Backward,Female,31-50,3,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
12:55:00,Monday,Dewasa,Male,Elementary school,Employee,5-10yr,Private Vehicle,Owner,Unknown,No defect,Other,Two-way (divided with broken lines road marking),Straight,Y Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,unknown,unknown,unknown,Normal,Not a Pedestrian,Moving Backward,Slight Injury
15:20:00,Sunday,Dewasa,Male,Junior high school,Employee,5-10yr,Private Vehicle,Organization,Above 10yr,No defect, Outside rural areas,Undivided Two way,Straight,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Moving Backward,Male,Under 18,3,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
15:20:00,Sunday,Lansia,Male,Junior high school,Employee,Above 10yr,Other,Owner,Unknown,No defect,Other,other,Straight,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,1,1,Other,unknown,unknown,unknown,Normal,Not a Pedestrian,Unsafe Lane Change,Slight Injury
