Time,Day,Age_band_of_driver,Sex_of_driver,Vehicle_driver_relation,Driving_experience,Type_of_vehicle,Owner_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Sex_of_casualty,Age_band_of_casualty,Casualty_severity,Work_of_casuality,Fitness_of_casuality,Pedestrian_movement,Cause_of_accident,Accident_severity
17:00:00,Friday,Under 18,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,Male,31-50,3,,Normal,Not a Pedestrian,Moving Backward,Fatal injury
17:00:00,Friday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,1,4,Moving backward,Male,Over 51,3,Driver,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,Getting off the vehicle improperly,Fatal injury
17:00:00,Friday,31-50,Male,Employee,2-5yr,Long lorry,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Earth roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,4,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Overtaking,Fatal injury
17:00:00,Friday,31-50,Male,Owner,2-5yr,Public (> 45 seats),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Pedestrian Collision,1,4,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overloading,Fatal injury
11:00:00,Sunday,18-30,Male,Employee,Below 1yr,Public (> 45 seats),Owner,School areas,,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
11:00:00,Sunday,18-30,Male,Owner,Above 10yr,Automobile,Governmental,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Darkness - lights lit,Raining,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Improper parking,Slight Injury
11:00:00,Sunday,31-50,Male,Employee,Above 10yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Slight Injury
03:00:00,Saturday,18-30,Male,Employee,2-5yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
03:00:00,Saturday,18-30,Male,Employee,2-5yr,Other,Governmental,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Tuesday,31-50,Male,Employee,Above 10yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,na,na,na,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
17:00:00,Tuesday,Under 18,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,Overspeed,Slight Injury
17:00:00,Friday,31-50,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Female,18-30,3,,,Not a Pedestrian,Changing lane to the left,Slight Injury
17:00:00,Friday,Under 18,Male,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
17:00:00,Tuesday,31-50,Male,Employee,Below 1yr,Automobile,Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
17:00:00,Tuesday,31-50,Male,Employee,5-10yr,Automobile,Governmental,Other,Undivided Two way,Tangent road with flat terrain,,Gravel roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving backward,Female,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Sunday,31-50,Male,Owner,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
23:00:00,Wednesday,31-50,Male,Owner,5-10yr,Automobile,Owner, Industrial areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,Over 51,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
23:00:00,Wednesday,31-50,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,  Recreational areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
14:00:00,Wednesday,Under 18,Male,Employee,2-5yr,Turbo,Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,18-30,3,Employee,Normal,Unknown or other,Other,Slight Injury
14:00:00,Wednesday,Under 18,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Wednesday,Over 51,Male,Employee,2-5yr,Other,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Saturday,Unknown,Male,Employee,Below 1yr,Stationwagen,Owner,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Turning,Male,31-50,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Saturday,18-30,Male,Employee,2-5yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,3,1,Moving forward,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
14:00:00,Saturday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
12:00:00,Sunday,31-50,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
12:00:00,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner,Office areas,other,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
12:00:00,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner,Residential areas,other,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Serious Injury
12:00:00,Sunday,18-30,Male,Employee,5-10yr,Pick up upto 10 Quintal,Owner,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,Male,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Serious Injury
12:00:00,Sunday,18-30,Male,Owner,5-10yr,Pick up upto 10 Quintal,Owner,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving backward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No distancing,Serious Injury
18:00:00,Friday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Other,other,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,na,na,na,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Friday,18-30,Male,Employee,Below 1yr,Public (12 seats),Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
11:00:00,Wednesday,18-30,Male,Employee,1-2yr,Other,Owner, Church areas,other,Tangent road with flat terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Getting off the vehicle improperly,Slight Injury
11:00:00,Wednesday,18-30,Male,Employee,Below 1yr,Stationwagen,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Other,Slight Injury
07:00:00,Tuesday,Over 51,Male,Employee,Above 10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Other,Slight Injury
07:00:00,Tuesday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,1,Moving forward,Female,18-30,3,Other,Normal,Crossing from nearside - masked by parked or statioNot a Pedestrianry vehicle,No distancing,Slight Injury
07:00:00,Tuesday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
16:00:00,Tuesday,18-30,Male,Employee,1-2yr,Stationwagen,Owner,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Overtaking,Slight Injury
16:00:00,Tuesday,31-50,Male,Employee,5-10yr,Lorry (41 - 100 Quintal),Owner, Church areas,Undivided Two way,Sharp reverse curve,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
18:00:00,Monday,Under 18,Male,Owner,Below 1yr,Public (> 45 seats),Owner,Office areas,Undivided Two way,Gentle horizontal curve,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,na,na,na,,Normal,Not a Pedestrian,No distancing,Slight Injury
18:00:00,Monday,Unknown,Male,Employee,Below 1yr,Automobile,Owner,Other,Double carriageway (median),Gentle horizontal curve,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,5,3,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Tuesday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
18:00:00,Tuesday,31-50,Male,Employee,1-2yr,Automobile,Owner, Church areas,Unknown,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,Male,18-30,2,,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
18:00:00,Tuesday,31-50,Male,Owner,5-10yr,Automobile,Owner,School areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,2,2,Moving forward,na,na,na,,Normal,Not a Pedestrian,Overtaking,Slight Injury
15:00:00,Sunday,18-30,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Owner, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Self-accident,4,5,Moving forward,Male,31-50,3,,,Not a Pedestrian,Other,Slight Injury
15:00:00,Sunday,31-50,Male,Owner,Below 1yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,5,Moving forward,Male,31-50,2,Driver,Normal,Not a Pedestrian,Driving to the left,Slight Injury
15:00:00,Sunday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,other,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,Female,31-50,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
10:00:00,Tuesday,18-30,Male,Employee,5-10yr,Stationwagen,Owner, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,Male,18-30,3,,,Not a Pedestrian,Unknown,Slight Injury
19:00:00,Monday,31-50,Male,Employee,5-10yr,Public (12 seats),Governmental,Other,Double carriageway (median),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,4,5,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
14:00:00,Friday,18-30,Male,Employee,2-5yr,Public (12 seats),Governmental,Other,Double carriageway (median),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,4,5,Other,Male,5,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
14:00:00,Friday,31-50,Male,Employee,Above 10yr,Automobile,Organization,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,3,1,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury
14:00:00,Friday,31-50,Male,Employee,5-10yr,Public (12 seats),Organization,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Other,Dry,Daylight,Normal,Vehicle Collision,3,1,Other,Male,18-30,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Serious Injury
08:00:00,Sunday,Under 18,Male,Employee,Above 10yr,Public (12 seats),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,3,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Serious Injury
22:00:00,Monday,Unknown,Male,Employee,2-5yr,Lorry (41 - 100 Quintal),Governmental,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,18-30,2,,,Not a Pedestrian,No priority to pedestrian,Serious Injury
22:00:00,Monday,18-30,Male,Employee,Below 1yr,Automobile,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Female,18-30,3,,,Not a Pedestrian,Overtaking,Serious Injury
15:00:00,Friday,18-30,Male,Employee,Below 1yr,Lorry (41 - 100 Quintal),Owner, Church areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Other,Female,Over 51,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Serious Injury
15:00:00,Friday,Over 51,Male,Owner,5-10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads with some distress,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
15:00:00,Friday,Over 51,Female,Employee,2-5yr,Automobile,Owner,  Market areas,other,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
21:00:00,Sunday,31-50,Male,Employee,Below 1yr,Stationwagen,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle Collision,2,3,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
21:00:00,Sunday,31-50,Male,Employee,2-5yr,Automobile,Owner,Other,Undivided Two way,Tangent road with mountainous terrain and,,Asphalt roads,Dry,Darkness - lights lit,Normal,Stationary Object Collision,2,3,Moving forward,Male,18-30,3,,,Not a Pedestrian,Driving carelessly,Slight Injury
21:00:00,Sunday,18-30,Male,Employee,5-10yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,Changing lane to the right,Slight Injury
21:00:00,Sunday,18-30,Male,Employee,Above 10yr,Automobile,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Monday,18-30,Male,Employee,Above 10yr,Stationwagen,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Earth roads,Wet or damp,Daylight,Raining,Stationary Object Collision,2,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Monday,31-50,Male,Employee,5-10yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Stationary Object Collision,4,1,Moving backward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
16:00:00,Monday,Over 51,Male,Employee,1-2yr,Other,Owner,Other,Double carriageway (median),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
15:00:00,Friday,31-50,Male,Employee,5-10yr,Other,Owner,  Recreational areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
15:00:00,Friday,31-50,Male,Employee,5-10yr,Automobile,Owner,  Recreational areas,One way,Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,4,1,Turning,na,na,na,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
14:00:00,Saturday,Over 51,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
19:00:00,Wednesday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Organization,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
19:00:00,Wednesday,Over 51,Female,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving forward,Male,Under 18,2,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Friday,Over 51,Male,Owner,Below 1yr,Automobile,Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,,,Not a Pedestrian,No distancing,Serious Injury
17:00:00,Monday,18-30,Male,Owner,5-10yr,Automobile,Owner,Residential areas,Undivided Two way,Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
17:00:00,Monday,18-30,Male,Employee,Above 10yr,Public (13 - 45 seats),Owner, Church areas,Double carriageway (median),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Moving Backward,Serious Injury
09:00:00,Tuesday,31-50,Male,Employee,Below 1yr,Public (13 - 45 seats),Owner,Other,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No distancing,Serious Injury
09:00:00,Tuesday,Over 51,Male,Employee,1-2yr,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with mountainous terrain and,,Gravel roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,31-50,3,,,Not a Pedestrian,No distancing,Serious Injury
10:00:00,Thursday,Over 51,Male,Employee,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
10:00:00,Thursday,Over 51,Female,Owner,Above 10yr,Public (12 seats),Owner,  Recreational areas,Two-way (divided with broken lines road marking),Steep grade downward with mountainous terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Other,na,na,na,Self-employed,Normal,Not a Pedestrian,No priority to pedestrian,Slight Injury
21:00:00,Thursday,18-30,Male,Employee,Above 10yr,Other,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Exiting,Female,5,3,Self-employed,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
21:00:00,Thursday,18-30,Male,Employee,No Licence,Lorry (41 - 100 Quintal),Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle Collision,1,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
16:00:00,Friday,Under 18,Male,Employee,1-2yr,Automobile,Governmental,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,31-50,3,Driver,Normal,Not a Pedestrian,Changing lane to the left,Slight Injury
16:00:00,Friday,18-30,Male,Owner,1-2yr,Other,Owner,Office areas,One way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
16:00:00,Friday,31-50,Male,Owner,Below 1yr,Motorcycle,Owner,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Other,Female,18-30,3,Employee,Normal,Not a Pedestrian,Driving carelessly,Slight Injury
19:00:00,Saturday,18-30,Male,Owner,1-2yr,Automobile,Owner, Church areas,Double carriageway (median),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,2,Moving forward,Male,31-50,3,Self-employed,Normal,Not a Pedestrian,No distancing,Serious Injury
19:00:00,Saturday,18-30,Male,Owner,2-5yr,Automobile,Owner, Church areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,2,Moving backward,na,na,na,Driver,Normal,Not a Pedestrian,Other,Serious Injury
19:00:00,Saturday,18-30,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Pedestrian Collision,2,1,Other,Male,18-30,3,Driver,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
09:00:00,Sunday,31-50,Male,Owner,Above 10yr,Automobile,Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Self-employed,Normal,Not a Pedestrian,Changing lane to the right,Slight Injury
09:00:00,Sunday,18-30,Male,Owner,2-5yr,Public (> 45 seats),Owner,Other,other,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Stationary Object Collision,2,1,Moving forward,Male,31-50,3,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Wednesday,Over 51,Male,Owner,Above 10yr,Lorry (41 - 100 Quintal),Owner,Other,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,na,na,na,Driver,Normal,Not a Pedestrian,No distancing,Slight Injury
11:00:00,Wednesday,Over 51,Female,Owner,5-10yr,Public (> 45 seats),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Driver,Normal,Not a Pedestrian,Overturning,Slight Injury
08:00:00,Friday,31-50,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Office areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Female,18-30,3,Self-employed,Normal,Not a Pedestrian,Driving at high speed,Slight Injury
06:00:00,Friday,18-30,Male,Owner,5-10yr,Lorry (41 - 100 Quintal),Owner,Residential areas,Undivided Two way,Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,1,1,Moving forward,na,na,na,Employee,Normal,Not a Pedestrian,No priority to vehicle,Slight Injury
06:00:00,Friday,18-30,Male,Owner,Below 1yr,Lorry (41 - 100 Quintal),Owner,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,,Asphalt roads,Dry,Daylight,Normal,Vehicle Collision,2,1,Moving forward,Male,18-30,3,,,Not a Pedestrian,No priority to pedestrian,Slight Injury
